,Skew Angle,Slope Angle,Center of Mass x,Center of Mass y,Aspect Ratio,Entropy,ForgerID,OriginalID,Genuine
2124,3,-6.574,124.44,257.8,2.518,0.2617,17,17,1
2125,-5,-14.234,99.8,252.9,2.486,0.0903,18,18,1
2126,2,-13.65,81.9,236.1,2.525,0.06244,19,19,1
2127,-2,-18.23,128.9,213.5,1.796,0.1682,20,20,1
2128,-5,-18.05,81.3,233.6,1.984,0.2386,21,21,1
2129,-5,-18.48,90.56,248.5,1.616,0.2196,22,22,1
2130,-4,-20.1,98.8,166.8,1.795,0.2084,23,23,1
2131,5,-16.02,110.4,161.2,1.851,0.2231,24,24,1
2132,0,0.5444,117.06,259.5,-2.17,0.609,25,25,1
2133,2,-12.93,94.25,172.8,2.053,0.2173,26,26,1
2134,-5,-21,99.9,258.5,1.316,0.3333,27,27,1
2135,0,-18.78,88.5,256.2,2.502,0.2151,28,28,1
2136,-5,-9.08,90.7,233.5,2.129,0.2954,29,29,1
2137,-1,-33.7,100.7,201.2,-0.01538,0.557,30,30,1
2138,-5,-9.84,92.25,218.6,2.395,0.3938,31,31,1
2139,0,-13.64,107.5,250,1.145,0.449,32,32,1
2140,0,-16.62,96.44,210.8,1.77,0.564,33,33,1
2141,-5,-17.39,100.6,251,2.375,0.3337,34,34,1
2142,-3,-88.44,105.44,218.2,0.0158,0.4258,35,35,1
2143,3,-16.56,92.2,245,2.432,0.2737,36,36,1
2144,-5,-8.85,107.2,268,1.415,0.3887,37,37,1
2145,-2,-17.08,93.6,240.6,2.287,0.3997,38,38,1
2146,3,0,100.7,197.9,-2.45,0.595,39,39,1
2147,-5,1.324,107.75,210.9,-0.887,0.3572,40,40,1
2148,3,-11.016,102.75,260,2.527,0.459,41,41,1
2149,-3,-20.05,108.06,198.5,2.375,0.1508,42,42,1
2150,2,42.4,111.2,237,0.2358,0.5435,43,43,1
2151,-5,-13.19,99.25,231.5,2.135,0.3906,44,44,1
2152,-4,-30.4,113.4,233.6,1.154,0.37,45,45,1
2153,-4,-21.42,88,203.8,2.287,0.1875,46,46,1
2154,-5,-16.11,94.2,228.2,2.148,0.2532,47,47,1
2155,5,-2.47,88.7,247.1,2.053,0.2788,48,48,1
2156,-2,-9.87,124.3,212.4,1.525,0.1132,49,49,1
2157,-4,-21.5,80.8,203.2,2.488,0.138,50,50,1
2158,-5,-30.02,87.44,263.8,1.686,0.11456,51,51,1
2159,-5,-18.7,101.75,206,1.636,0.2498,52,52,1
2160,-2,-19.34,117.2,216.1,1.747,0.2664,53,53,1
2161,-3,6.84,123.06,271.8,2.383,0.4885,54,54,1
2162,-5,-23.97,119.1,219.5,0.04663,0.33,55,55,1
2163,-5,-21.4,89.5,287.2,2.54,0.3345,56,56,1
2164,-4,-9.11,94.25,175.8,-1.768,0.4136,57,57,1
2165,3,-12.03,100.1,255.9,1.877,0.2632,58,58,1
2166,5,-14.04,98.3,196.6,2.195,0.2151,59,59,1
2167,-4,-21.14,92,207.8,2.533,0.2001,60,60,1
2168,-1,-7.61,128.4,239,1.351,0.5596,61,61,1
2169,5,-21.72,99.56,136.8,2.389,0.06604,62,62,1
2170,-5,-30.78,93.6,252.5,1.137,0.1508,63,63,1
2171,2,-23.14,100.44,217.8,2.219,0.1643,64,64,1
2172,2,-25.73,99.25,160.6,2.074,0.2446,65,65,1
2173,-5,-21.84,103.3,273.8,1.318,0.289,66,66,1
2174,-5,-26.39,81.4,179,2.006,0.1416,67,67,1
2175,-1,0.574,106.2,258.5,-2.09,0.6733,68,68,1
2176,-5,-14.33,98.44,224.1,2.139,0.2637,69,69,1
2177,-3,-5.656,91.25,178.4,1.656,0.295,13,13,1
2178,4,-5.742,132.5,259.2,0.923,0.2507,17,17,1
2179,5,-12.84,103.8,270.5,2.44,0.1046,18,18,1
2180,-5,-14.5,75,222.4,2.55,0.03268,19,19,1
2181,-4,-20.94,125.75,226,1.742,0.1826,20,20,1
2182,-5,-21.19,91.4,241.5,2.475,0.3057,21,21,1
2183,-3,-14.75,86,269.2,2.475,0.1724,22,22,1
2184,4,-21.25,100.6,165.2,1.637,0.2056,23,23,1
2185,-4,-10.71,108.9,135.9,1.708,0.2325,24,24,1
2186,-5,1.397,115.3,251.1,-0.845,0.766,25,25,1
2187,-5,-12.53,109.56,170.1,1.895,0.1746,26,26,1
2188,-2,-21.77,85.9,257,1.674,0.2573,27,27,1
2189,-4,-21.66,79.1,298.2,2.467,0.181,28,28,1
2190,-5,-29.75,108.1,225.1,0.0359,0.522,30,30,1
2191,-4,-5.668,98,220.8,1.351,0.4722,31,31,1
2192,1,-4.76,91.75,267.5,2.125,0.5293,32,32,1
2193,2,74.56,98.94,219.6,0.10767,0.591,33,33,1
2194,-5,-11.31,94.06,237.2,0.02563,0.3525,34,34,1
2195,-2,2.393,97.6,236.4,2.098,0.3933,35,35,1
2196,-5,-20.67,99.56,222.8,2.133,0.3179,36,36,1
2197,-5,-10.05,117.94,240.6,2.035,0.469,37,37,1
2198,-3,-16.72,94.4,252.4,2,0.3396,38,38,1
2199,3,0,106.2,216.6,-2.467,0.5386,39,39,1
2200,0,0,112.4,222.6,-1.337,0.471,40,40,1
2201,-1,0.476,95.56,260,-1.86,0.4336,41,41,1
2202,-2,-24.1,103.06,188.8,2.01,0.1613,42,42,1
2203,-5,0.4558,86.3,249,-1.934,0.5264,43,43,1
2204,-5,-13.53,97.4,205.8,2.355,0.3853,44,44,1
2205,-5,-14.7,113.56,213.8,1.036,0.3691,45,45,1
2206,-3,-19.83,92.44,226.8,2.377,0.2512,46,46,1
2207,-4,-19.8,111.94,259.2,2.264,0.2346,47,47,1
2208,-2,-5.426,97.4,246.2,2.062,0.2832,48,48,1
2209,-5,-22.25,107.1,204.6,1.571,0.1465,49,49,1
2210,-5,-21.52,84,197,2.51,0.1537,50,50,1
2211,5,-24.3,122.9,202,2.059,0.0361,51,51,1
2212,-4,-17.47,100.1,200.6,1.378,0.3086,52,52,1
2213,-5,-12.43,121.8,204.4,2.223,0.2053,53,53,1
2214,5,16.05,125.3,250.6,2.258,0.514,54,54,1
2215,-2,-13.45,115.4,202.6,2.494,0.3508,55,55,1
2216,-5,-22.44,97.8,263,2.371,0.2678,56,56,1
2217,-4,-4.11,109.1,166.1,-1.856,0.4192,57,57,1
2218,4,-32.8,112,276.2,1.185,0.263,58,58,1
2219,5,-20.97,106.44,167.9,2.031,0.133,59,59,1
2220,-4,-20.8,103.56,190.5,1.842,0.1818,60,60,1
2221,-3,2.863,126.8,235.9,0.7217,0.557,61,61,1
2222,-3,-20.94,96.94,136.1,2.615,0.0689,62,62,1
2223,3,-22.86,97.8,248.9,1.367,0.1537,63,63,1
2224,-1,-19.66,80.94,221.2,2.498,0.1864,64,64,1
2225,-3,-20.02,95.9,126.94,2.268,0.2551,65,65,1
2226,-1,-10.97,114.6,260.2,1.984,0.1926,66,66,1
2227,-3,-30.42,84,207.5,1.292,0.173,67,67,1
2228,-4,-3.908,113.7,265.2,1.887,0.595,68,68,1
2229,-4,-15.195,104.44,234.2,2.088,0.268,69,69,1
2230,0,-10.63,88.2,220.4,1.859,0.2808,13,13,1
2231,0,-3.668,136.6,260.2,1.206,0.2399,17,17,1
2232,-4,-14.85,94.56,265.8,2.469,0.08966,18,18,1
2233,-2,-27.2,74.7,253.4,1.039,0.04147,19,19,1
2234,-5,-21.2,119.6,248.1,1.601,0.1469,20,20,1
2235,-5,-21.36,76.6,287,2.492,0.2068,21,21,1
2236,-5,-14.96,88.94,264.5,2.457,0.1759,22,22,1
2237,-5,-17.8,98.1,186,1.868,0.1453,23,23,1
2238,-5,-8.95,105.44,158.8,2.441,0.2156,24,24,1
2239,4,0.7607,115.75,284.5,-1.159,0.586,25,25,1
2240,-4,-2.547,102.6,181.6,2.213,0.3113,26,26,1
2241,-5,-21.25,98.44,263.2,1.363,0.2837,27,27,1
2242,-5,-21.89,104.8,252.5,2.463,0.1672,28,28,1
2243,-4,-11.31,96.2,229.2,2.346,0.3306,29,29,1
2244,-5,-18.92,84.75,201.6,0.359,0.4316,30,30,1
2245,-1,-15.33,86.25,173.6,2.465,0.3745,31,31,1
2246,3,-8.555,94.94,283.8,1.057,0.501,32,32,1
2247,1,-19.05,100.4,207.6,1.856,0.4653,33,33,1
2248,-5,-11.625,96.7,243.2,2.145,0.4124,34,34,1
2249,-5,18,93.9,225.1,2.025,0.3657,35,35,1
2250,-5,-17.92,94.44,238.1,2.422,0.288,36,36,1
2251,-3,-26.56,125.5,258.8,0.0316,0.421,37,37,1
2252,0,-25.02,101.5,226.9,0.2296,0.4146,38,38,1
2253,3,0.3538,98.4,194.6,-2.492,0.5776,39,39,1
2254,4,25.55,131.5,212.1,1.516,0.392,40,40,1
2255,-2,0.664,104.06,255.4,-1.778,0.4363,41,41,1
2256,-4,-21.8,94.1,201.4,2.447,0.1443,42,42,1
2257,-5,-27.73,113.94,200.9,1.294,0.3403,43,43,1
2258,3,0.9014,148,206.8,2.307,0.4048,44,44,1
2259,-5,-22.75,112.9,216.4,1.278,0.4475,45,45,1
2260,-3,-14.82,87.94,210.8,2.168,0.2551,46,46,1
2261,-3,-27.98,96.5,192.9,0.6562,0.2896,47,47,1
2262,-4,6.617,93.9,248,1.876,0.2727,48,48,1
2263,3,-13.85,109.8,234.1,1.814,0.11694,49,49,1
2264,5,-17.84,87.94,192.6,2.47,0.148,50,50,1
2265,-2,-27.7,71.4,264.2,1.846,0.101,51,51,1
2266,-3,-12.87,102.1,211.1,1.46,0.2161,52,52,1
2267,4,-17.89,123.3,222,0.9844,0.1963,53,53,1
2268,3,1.081,117,246.4,-0.8154,0.555,54,54,1
2269,-1,-24.42,112.3,174.2,2.07,0.3662,55,55,1
2270,2,-16.78,100.9,273,2.518,0.3306,56,56,1
2271,-4,10.01,111.4,162.4,-0.6104,0.394,57,57,1
2272,-3,-20.34,99.9,267,1.729,0.2786,58,58,1
2273,-4,-19.2,101.9,167.2,2.176,0.1465,59,59,1
2274,-3,-16.1,81.9,206.8,2.232,0.2017,60,60,1
2275,0,7.176,126.56,235.6,0.7446,0.599,61,61,1
2276,-1,-21.72,89.1,113.6,2.232,0.04996,62,62,1
2277,-4,-27.05,84.4,227.1,1.4375,0.137,63,63,1
2278,-2,-19.27,79.94,272,2.451,0.1779,64,64,1
2279,2,-8.87,85.94,164.2,1.446,0.2688,65,65,1
2280,-5,-58.3,95.2,269.2,0.5024,0.1777,66,66,1
2281,-5,-20.34,78.4,177.2,2.2,0.2047,67,67,1
2282,-4,-6.7,123.1,264.2,1.72,0.645,68,68,1
2283,-5,-13.82,91.8,234.5,2.021,0.2051,69,69,1
