,Skew Angle,Slope Angle,Center of Mass x,Center of Mass y,Aspect Ratio,Entropy,Genuine,ID
598,4,-19.48,106.25,174.1,1.571,0.2283,0,69
606,-5,-8.766,106.9,206.1,2.293,0.2462,0,69
618,-4,-1.177,113.25,208.4,2.258,0.2627,0,69
787,-5,-31.33,102.06,213.1,1.062,0.167,1,69
811,-5,-20.44,85.44,182.8,1.531,0.1942,0,69
819,4,-12.64,82.06,212.1,2.455,0.1807,0,69
831,-5,-39.47,105.9,229.6,0.6772,0.4421,0,69
1001,3,-18.06,82.75,220.1,2.807,0.0732,1,69
1025,-5,-15.375,77.6,204,2.475,0.2385,0,69
1033,-2,-10.93,98.94,217.6,2.098,0.2363,0,69
1045,-1,-2.986,95.7,207.6,2.262,0.3506,0,69
1215,-5,-15.16,93.3,195.6,2.111,0.1143,1,69
1269,-2,-18.16,78.2,174,2.498,0.11774,1,69
1323,-4,-19.17,77.94,225.1,2.408,0.0729,1,69
1377,-5,-15.016,88.56,254,2.479,0.12024,1,69
1431,4,-15.04,111.5,213.5,2.533,0.1124,1,69
1485,-3,-15.69,105.94,245.2,2.473,0.1764,1,69
1539,-4,-17.52,93.4,245,1.889,0.1921,1,69
1593,-5,-16.19,93.25,233.6,2.133,0.1604,1,69
1647,1,-16.66,99,211.6,2.322,0.1987,1,69
1701,-4,-9.42,98.94,235.4,2.287,0.1782,1,69
1755,-5,-16.27,112,214.6,2.613,0.26,1,69
1809,4,-15.39,102.44,226.9,2.463,0.1667,1,69
1863,-1,-15.33,99.56,227.6,2.533,0.1796,1,69
1917,-5,-16.06,86.9,242.6,2.6,0.1114,1,69
1971,-5,-17.22,93.25,236.9,2.734,0.11017,1,69
2025,-5,-24.12,96.25,243.6,0.9844,0.1943,1,69
2078,-5,-31.22,102.6,223,1.109,0.2241,1,69
2132,-3,-16.31,93.4,245.2,2.55,0.0861,1,69
2186,-5,-14.33,98.44,224.1,2.139,0.2637,1,69
2239,-4,-15.195,104.44,234.2,2.088,0.268,1,69
2293,-5,-13.82,91.8,234.5,2.021,0.2051,1,69
